from_stop_I;to_stop_I;dep_time_ut;arr_time_ut;route_type;trip_I;seq;route_I
308;306;1481538840;1481538900;3;498;19;5
342;322;1481538840;1481539020;3;73;18;6
477;478;1481538840;1481538900;3;2375;1;35
235;239;1481538840;1481538900;3;1825;28;29
389;1333;1481538840;1481538841;3;1192;56;6
413;241;1481538840;1481538841;3;771;27;37
144;451;1481538840;1481538900;3;1811;6;29
426;424;1481538840;1481538900;3;2120;33;38
77;344;1481538840;1481538960;3;116;9;38
180;163;1481538840;1481538900;3;58;5;43
138;142;1481538840;1481538900;3;20;10;41
71;69;1481538840;1481538900;3;463;43;6
380;80;1481538840;1481538841;3;1242;9;29
325;327;1481538840;1481538900;3;1045;23;39
194;192;1481538840;1481538841;3;986;19;44
276;278;1481538840;1481538900;3;1686;14;6
444;448;1481538840;1481538900;3;364;20;38
226;224;1481538840;1481538841;3;965;5;7
51;1;1481538840;1481538960;3;1532;32;5
192;25;1481538841;1481539500;3;986;20;44
229;228;1481538841;1481538842;3;1924;57;6
224;222;1481538841;1481538900;3;965;6;7
80;238;1481538841;1481538900;3;1242;10;29
1333;1332;1481538841;1481538900;3;1192;57;6
241;95;1481538841;1481538900;3;771;28;37
263;265;1481538900;1481538960;3;1196;12;43
99;53;1481538900;1481538960;3;1692;5;9
3;191;1481538900;1481538901;3;1394;1;28
1132;99;1481538900;1481539080;3;1231;5;3
1332;1330;1481538900;1481538960;3;1192;58;6
424;422;1481538900;1481538901;3;2120;34;38
95;93;1481538900;1481538960;3;771;29;37
3;191;1481538900;1481538960;3;1342;14;37
26;66;1481538900;1481538960;3;2072;18;36
5;50;1481538900;1481538960;3;1900;14;36
367;375;1481538900;1481538901;3;320;9;37
173;171;1481538900;1481539020;3;1403;1;34
268;266;1481538900;1481538901;3;1731;1;33
327;432;1481538900;1481538960;3;1045;24;39
163;377;1481538900;1481538901;3;58;6;43
5;50;1481538900;1481538960;3;2130;17;41
278;280;1481538900;1481538960;3;1686;15;6
238;236;1481538900;1481538960;3;1242;11;29
448;436;1481538900;1481538960;3;364;21;38
158;157;1481538900;1481538960;3;537;1;41
142;119;1481538900;1481539020;3;20;11;41
343;353;1481538900;1481538901;3;832;1;5
239;81;1481538900;1481538960;3;1825;29;29
262;310;1481538900;1481538960;3;1711;14;43
306;304;1481538900;1481538901;3;498;20;5
25;66;1481538900;1481538960;3;1564;19;41
222;220;1481538900;1481538901;3;965;7;7
69;67;1481538900;1481538901;3;463;44;6
361;390;1481538900;1481538960;3;898;1;28
478;479;1481538900;1481538960;3;682;2;35
451;146;1481538900;1481538960;3;1811;7;29
6;50;1481538900;1481538960;3;662;1;7
67;63;1481538901;1481538960;3;463;45;6
375;440;1481538901;1481538902;3;320;10;37
377;243;1481538901;1481538902;3;58;7;43
220;218;1481538901;1481538960;3;965;8;7
266;270;1481538901;1481538960;3;1731;2;33
304;302;1481538901;1481538960;3;498;21;5
353;379;1481538901;1481538960;3;832;2;5
191;193;1481538901;1481538960;3;1394;2;28
422;396;1481538901;1481538960;3;2120;35;38
440;446;1481538902;1481539200;3;320;11;37
243;414;1481538902;1481538960;3;58;8;43
396;238;1481538960;1481539020;3;2120;36;38
157;155;1481538960;1481538961;3;537;2;41
193;15;1481538960;1481539020;3;1394;3;28
236;354;1481538960;1481539020;3;1242;12;29
218;401;1481538960;1481538961;3;965;9;7
66;452;1481538960;1481539080;3;2072;19;36
414;177;1481538960;1481539020;3;58;9;43
310;312;1481538960;1481539020;3;1711;15;43
432;851;1481538960;1481539020;3;1045;25;39
66;54;1481538960;1481539020;3;1564;20;41
270;245;1481538960;1481539020;3;1731;3;33
390;388;1481538960;1481538961;3;898;2;28
436;196;1481538960;1481539080;3;364;22;38
50;7;1481538960;1481539020;3;1900;15;36
479;481;1481538960;1481538961;3;682;3;35
50;7;1481538960;1481539020;3;662;2;7
191;193;1481538960;1481538961;3;1342;15;37
302;300;1481538960;1481539020;3;498;22;5
379;360;1481538960;1481539020;3;832;3;5
63;61;1481538960;1481538961;3;463;46;6
265;289;1481538960;1481539020;3;1196;13;43
93;92;1481538960;1481538961;3;771;30;37
146;164;1481538960;1481539020;3;1811;8;29
280;283;1481538960;1481539020;3;1686;16;6
53;73;1481538960;1481539020;3;1692;6;9
344;75;1481538960;1481539020;3;116;10;38
50;7;1481538960;1481539020;3;2130;18;41
81;381;1481538960;1481538961;3;1825;30;29
61;244;1481538961;1481539020;3;463;47;6
481;469;1481538961;1481539020;3;682;4;35
155;107;1481538961;1481539020;3;537;3;41
193;15;1481538961;1481539020;3;1342;16;37
401;216;1481538961;1481539020;3;965;10;7
92;90;1481538961;1481539020;3;771;31;37
381;392;1481538961;1481539020;3;1825;31;29
388;351;1481538961;1481539020;3;898;3;28
7;74;1481539020;1481539021;3;2130;19;41
312;284;1481539020;1481539080;3;1711;16;43
289;210;1481539020;1481539080;3;1196;14;43
73;5;1481539020;1481539320;3;1692;7;9
15;195;1481539020;1481539080;3;1394;4;28
171;170;1481539020;1481539140;3;1403;2;34
244;246;1481539020;1481539021;3;463;48;6
322;320;1481539020;1481539080;3;73;19;6
851;461;1481539020;1481539500;3;1045;26;39
164;28;1481539020;1481539080;3;1811;9;29
119;117;1481539020;1481539080;3;20;12;41
392;365;1481539020;1481539021;3;1825;32;29
238;236;1481539020;1481539080;3;2120;37;38
90;88;1481539020;1481539021;3;771;32;37
216;186;1481539020;1481539080;3;965;11;7
75;49;1481539020;1481539080;3;116;11;38
283;315;1481539020;1481539080;3;1686;17;6
15;197;1481539020;1481539080;3;1342;17;37
300;298;1481539020;1481539080;3;498;23;5
360;295;1481539020;1481539021;3;832;4;5
107;105;1481539020;1481539021;3;537;4;41
469;467;1481539020;1481539260;3;682;5;35
177;175;1481539020;1481539080;3;58;10;43
351;349;1481539020;1481539021;3;898;4;28
245;1337;1481539020;1481539021;3;1731;4;33
7;74;1481539020;1481539021;3;662;3;7
354;356;1481539020;1481539200;3;1242;13;29
7;74;1481539020;1481539021;3;1900;16;36
54;415;1481539020;1481539080;3;1564;21;41
295;293;1481539021;1481539080;3;832;5;5
74;345;1481539021;1481539080;3;2130;20;41
365;367;1481539021;1481539080;3;1825;33;29
105;103;1481539021;1481539080;3;537;5;41
246;248;1481539021;1481539080;3;463;49;6
1337;1335;1481539021;1481539080;3;1731;5;33
74;345;1481539021;1481539080;3;1900;17;36
349;347;1481539021;1481539080;3;898;5;28
88;410;1481539021;1481539080;3;771;33;37
74;76;1481539021;1481539080;3;662;4;7
186;214;1481539080;1481539200;3;965;12;7
236;354;1481539080;1481539140;3;2120;38;38
367;375;1481539080;1481539140;3;1825;34;29
76;78;1481539080;1481539140;3;662;5;7
49;51;1481539080;1481539140;3;116;12;38
410;412;1481539080;1481539200;3;771;34;37
347;340;1481539080;1481539140;3;898;6;28
248;251;1481539080;1481539081;3;463;50;6
315;1267;1481539080;1481539081;3;1686;18;6
117;115;1481539080;1481539140;3;20;13;41
195;198;1481539080;1481539140;3;1394;5;28
320;318;1481539080;1481539081;3;73;20;6
28;6;1481539080;1481539500;3;1811;10;29
293;291;1481539080;1481539081;3;832;6;5
415;34;1481539080;1481539140;3;1564;22;41
103;101;1481539080;1481539140;3;537;6;41
1335;60;1481539080;1481539200;3;1731;6;33
345;114;1481539080;1481539081;3;1900;18;36
210;208;1481539080;1481539140;3;1196;15;43
298;296;1481539080;1481539081;3;498;24;5
99;53;1481539080;1481539140;3;1231;6;3
452;174;1481539080;1481539140;3;2072;20;36
345;114;1481539080;1481539140;3;2130;21;41
284;308;1481539080;1481539140;3;1711;17;43
196;16;1481539080;1481539081;3;364;23;38
227;230;1481539080;1481539140;3;677;1;6
175;453;1481539080;1481539081;3;58;11;43
197;435;1481539080;1481539140;3;1342;18;37
296;286;1481539081;1481539140;3;498;25;5
1267;317;1481539081;1481539200;3;1686;19;6
453;73;1481539081;1481539140;3;58;12;43
318;1268;1481539081;1481539140;3;73;21;6
114;116;1481539081;1481539140;3;1900;19;36
291;287;1481539081;1481539082;3;832;7;5
16;194;1481539081;1481539082;3;364;24;38
251;252;1481539081;1481539140;3;463;51;6
194;192;1481539082;1481539140;3;364;25;38
287;297;1481539082;1481539083;3;832;8;5
297;299;1481539083;1481539140;3;832;9;5
1268;316;1481539140;1481539200;3;73;22;6
375;440;1481539140;1481539200;3;1825;35;29
51;3;1481539140;1481539500;3;116;13;38
299;301;1481539140;1481539141;3;832;10;5
34;32;1481539140;1481539141;3;1564;23;41
252;254;1481539140;1481539200;3;463;52;6
78;82;1481539140;1481539200;3;662;6;7
115;344;1481539140;1481539260;3;20;14;41
354;356;1481539140;1481539200;3;2120;39;38
340;338;1481539140;1481539141;3;898;7;28
73;3;1481539140;1481539800;3;58;13;43
435;447;1481539140;1481539200;3;1342;19;37
101;153;1481539140;1481539200;3;537;7;41
208;206;1481539140;1481539200;3;1196;16;43
53;73;1481539140;1481539200;3;1231;7;3
192;4;1481539140;1481539800;3;364;26;38
230;231;1481539140;1481539141;3;677;2;6
198;1187;1481539140;1481539380;3;1394;6;28
114;116;1481539140;1481539141;3;2130;22;41
174;176;1481539140;1481539141;3;2072;21;36
116;118;1481539140;1481539141;3;1900;20;36
286;290;1481539140;1481539141;3;498;26;5
170;168;1481539140;1481539141;3;1403;3;34
308;306;1481539140;1481539200;3;1711;18;43
338;336;1481539141;1481539200;3;898;8;28
118;139;1481539141;1481539200;3;1900;21;36
116;118;1481539141;1481539200;3;2130;23;41
176;413;1481539141;1481539200;3;2072;22;36
231;233;1481539141;1481539200;3;677;3;6
301;303;1481539141;1481539200;3;832;11;5
32;147;1481539141;1481539200;3;1564;24;41
168;166;1481539141;1481539200;3;1403;4;34
290;292;1481539141;1481539142;3;498;27;5
292;294;1481539142;1481539143;3;498;28;5
294;359;1481539143;1481539200;3;498;29;5
214;212;1481539200;1481539260;3;965;13;7
129;130;1481539200;1481539260;3;1271;1;44
446;438;1481539200;1481539201;3;320;12;37
60;58;1481539200;1481539260;3;1731;7;33
317;319;1481539200;1481539260;3;1686;20;6
166;408;1481539200;1481539260;3;1403;5;34
254;256;1481539200;1481539201;3;463;53;6
413;242;1481539200;1481539260;3;2072;23;36
440;446;1481539200;1481539260;3;1825;36;29
82;84;1481539200;1481539201;3;662;7;7
25;27;1481539200;1481539201;3;923;30;29
73;5;1481539200;1481539800;3;1231;8;3
129;130;1481539200;1481539260;3;72;28;44
447;443;1481539200;1481539260;3;1342;20;37
6;50;1481539200;1481539260;3;886;19;6
399;65;1481539200;1481539260;3;93;20;39
336;334;1481539200;1481539201;3;898;9;28
206;203;1481539200;1481539320;3;1196;17;43
306;304;1481539200;1481539320;3;1711;19;43
316;282;1481539200;1481539260;3;73;23;6
147;35;1481539200;1481539260;3;1564;25;41
118;141;1481539200;1481539320;3;2130;24;41
303;305;1481539200;1481539201;3;832;12;5
139;200;1481539200;1481539320;3;1900;22;36
356;358;1481539200;1481539201;3;1242;14;29
314;263;1481539200;1481539260;3;418;1;36
153;151;1481539200;1481539260;3;537;8;41
5;50;1481539200;1481539260;3;247;1;5
233;257;1481539200;1481539260;3;677;4;6
359;378;1481539200;1481539201;3;498;30;5
358;342;1481539201;1481539260;3;1242;15;29
334;332;1481539201;1481539260;3;898;10;28
438;442;1481539201;1481539260;3;320;13;37
84;86;1481539201;1481539260;3;662;8;7
27;161;1481539201;1481539260;3;923;31;29
378;354;1481539201;1481539260;3;498;31;5
256;234;1481539201;1481539980;3;463;54;6
305;307;1481539201;1481539260;3;832;13;5
344;75;1481539260;1481539320;3;20;15;41
332;330;1481539260;1481539261;3;898;11;28
86;211;1481539260;1481539320;3;662;9;7
35;149;1481539260;1481539320;3;1564;26;41
446;1347;1481539260;1481539320;3;1825;37;29
408;164;1481539260;1481539320;3;1403;6;34
442;444;1481539260;1481539320;3;320;14;37
257;255;1481539260;1481539320;3;677;5;6
50;7;1481539260;1481539261;3;247;2;5
130;131;1481539260;1481539320;3;1271;2;44
130;131;1481539260;1481539320;3;72;29;44
212;87;1481539260;1481539320;3;965;14;7
467;1143;1481539260;1481539320;3;682;6;35
65;52;1481539260;1481539320;3;93;21;39
263;265;1481539260;1481539320;3;418;2;36
342;1130;1481539260;1481539440;3;1242;16;29
151;150;1481539260;1481539380;3;537;9;41
50;7;1481539260;1481539320;3;886;20;6
161;145;1481539260;1481539320;3;923;32;29
319;321;1481539260;1481539320;3;1686;21;6
242;376;1481539260;1481539261;3;2072;24;36
354;356;1481539260;1481539380;3;498;32;5
443;441;1481539260;1481539261;3;1342;21;37
282;281;1481539260;1481539261;3;73;24;6
58;56;1481539260;1481539261;3;1731;8;33
307;309;1481539260;1481539261;3;832;14;5
441;437;1481539261;1481539320;3;1342;22;37
330;328;1481539261;1481539320;3;898;12;28
309;285;1481539261;1481539320;3;832;15;5
7;74;1481539261;1481539320;3;247;3;5
376;162;1481539261;1481539320;3;2072;25;36
56;53;1481539261;1481539380;3;1731;9;33
281;279;1481539261;1481539320;3;73;25;6
5;50;1481539320;1481539380;3;1692;8;9
74;345;1481539320;1481539321;3;247;4;5
203;201;1481539320;1481539440;3;1196;18;43
444;448;1481539320;1481539380;3;320;15;37
304;302;1481539320;1481539380;3;1711;20;43
149;151;1481539320;1481539321;3;1564;27;41
1143;456;1481539320;1481539440;3;682;7;35
279;277;1481539320;1481539380;3;73;26;6
437;445;1481539320;1481539680;3;1342;23;37
141;129;1481539320;1481539620;3;2130;25;41
200;204;1481539320;1481539380;3;1900;23;36
131;132;1481539320;1481539321;3;1271;3;44
7;74;1481539320;1481539380;3;886;21;6
265;289;1481539320;1481539321;3;418;3;36
52;98;1481539320;1481539380;3;93;22;39
75;49;1481539320;1481539380;3;20;16;41
328;326;1481539320;1481539321;3;898;13;28
145;450;1481539320;1481539321;3;923;33;29
87;85;1481539320;1481539321;3;965;15;7
255;253;1481539320;1481539321;3;677;6;6
164;28;1481539320;1481539380;3;1403;7;34
1347;1351;1481539320;1481539380;3;1825;38;29
162;187;1481539320;1481539440;3;2072;26;36
321;341;1481539320;1481539440;3;1686;22;6
211;213;1481539320;1481539321;3;662;10;7
131;132;1481539320;1481539321;3;72;30;44
285;313;1481539320;1481539380;3;832;16;5
132;133;1481539321;1481539380;3;1271;4;44
213;185;1481539321;1481539440;3;662;11;7
151;152;1481539321;1481539380;3;1564;28;41
132;133;1481539321;1481539380;3;72;31;44
289;210;1481539321;1481539380;3;418;4;36
450;143;1481539321;1481539380;3;923;34;29
326;324;1481539321;1481539380;3;898;14;28
345;114;1481539321;1481539380;3;247;5;5
253;250;1481539321;1481539380;3;677;7;6
85;83;1481539321;1481539380;3;965;16;7
313;311;1481539380;1481539440;3;832;17;5
133;134;1481539380;1481539381;3;1271;5;44
49;51;1481539380;1481539440;3;20;17;41
1187;341;1481539380;1481539560;3;1394;7;28
302;300;1481539380;1481539500;3;1711;21;43
152;100;1481539380;1481539440;3;1564;29;41
98;1131;1481539380;1481539620;3;93;23;39
50;7;1481539380;1481539440;3;1692;9;9
114;116;1481539380;1481539381;3;247;6;5
150;36;1481539380;1481539440;3;537;10;41
210;208;1481539380;1481539440;3;418;5;36
277;275;1481539380;1481539381;3;73;27;6
143;37;1481539380;1481539440;3;923;35;29
250;249;1481539380;1481539381;3;677;8;6
324;342;1481539380;1481539381;3;898;15;28
448;436;1481539380;1481539440;3;320;16;37
28;2;1481539380;1481539500;3;1403;8;34
53;73;1481539380;1481539440;3;1731;10;33
133;134;1481539380;1481539381;3;72;32;44
83;79;1481539380;1481539440;3;965;17;7
204;205;1481539380;1481539381;3;1900;24;36
74;345;1481539380;1481539440;3;886;22;6
134;135;1481539381;1481539440;3;72;33;44
134;135;1481539381;1481539440;3;1271;6;44
249;247;1481539381;1481539440;3;677;9;6
116;118;1481539381;1481539440;3;247;7;5
342;1130;1481539381;1481539560;3;898;16;28
275;273;1481539381;1481539382;3;73;28;6
205;207;1481539381;1481539440;3;1900;25;36
273;203;1481539382;1481539383;3;73;29;6
203;201;1481539383;1481539440;3;73;30;6
36;148;1481539440;1481539500;3;537;11;41
185;215;1481539440;1481539500;3;662;12;7
73;2;1481539440;1481539800;3;1731;11;33
456;1132;1481539440;1481539620;3;682;8;35
135;136;1481539440;1481539500;3;72;34;44
37;39;1481539440;1481539500;3;923;36;29
51;25;1481539440;1481540100;3;20;18;41
201;199;1481539440;1481539500;3;1196;19;43
1130;406;1481539440;1481539500;3;1242;17;29
208;206;1481539440;1481539441;3;418;6;36
345;114;1481539440;1481539441;3;886;23;6
341;323;1481539440;1481539500;3;1686;23;6
311;279;1481539440;1481539500;3;832;18;5
201;140;1481539440;1481539560;3;73;31;6
79;77;1481539440;1481539500;3;965;18;7
247;245;1481539440;1481539441;3;677;10;6
135;136;1481539440;1481539500;3;1271;7;44
118;139;1481539440;1481539500;3;247;8;5
7;74;1481539440;1481539500;3;1692;10;9
436;196;1481539440;1481539500;3;320;17;37
207;209;1481539440;1481539500;3;1900;26;36
187;184;1481539440;1481539620;3;2072;27;36
100;102;1481539440;1481539441;3;1564;30;41
206;203;1481539441;1481539500;3;418;7;36
102;104;1481539441;1481539500;3;1564;31;41
114;116;1481539441;1481539500;3;886;24;6
245;62;1481539441;1481539500;3;677;11;6
148;33;1481539500;1481539560;3;537;12;41
139;200;1481539500;1481539620;3;247;9;5
196;16;1481539500;1481539560;3;320;18;37
136;137;1481539500;1481539501;3;72;35;44
2;50;1481539500;1481539560;3;1403;9;34
6;50;1481539500;1481539560;3;1811;11;29
25;27;1481539500;1481539501;3;986;21;44
406;404;1481539500;1481539501;3;1242;18;29
215;400;1481539500;1481539501;3;662;13;7
62;64;1481539500;1481539501;3;677;12;6
113;112;1481539500;1481539501;3;1519;1;40
343;353;1481539500;1481539501;3;628;1;38
77;344;1481539500;1481539560;3;965;19;7
209;288;1481539500;1481539560;3;1900;27;36
116;118;1481539500;1481539501;3;886;25;6
136;137;1481539500;1481539501;3;1271;8;44
3;191;1481539500;1481539560;3;116;14;38
3;191;1481539500;1481539501;3;1155;17;44
279;277;1481539500;1481539560;3;832;19;5
74;345;1481539500;1481539560;3;1692;11;9
323;325;1481539500;1481539560;3;1686;24;6
203;201;1481539500;1481539560;3;418;8;36
39;41;1481539500;1481539560;3;923;37;29
300;1350;1481539500;1481539560;3;1711;22;43
104;106;1481539500;1481539560;3;1564;32;41
199;196;1481539500;1481539560;3;1196;20;43
1329;1331;1481539500;1481539560;3;1605;1;6
461;845;1481539500;1481539620;3;1045;27;39
191;193;1481539501;1481539560;3;1155;18;44
118;139;1481539501;1481539560;3;886;26;6
112;110;1481539501;1481539560;3;1519;2;40
137;138;1481539501;1481539560;3;72;36;44
64;68;1481539501;1481539560;3;677;13;6
404;418;1481539501;1481539560;3;1242;19;29
27;29;1481539501;1481539560;3;986;22;44
137;138;1481539501;1481539560;3;1271;9;44
353;235;1481539501;1481539560;3;628;2;38
400;217;1481539501;1481539560;3;662;14;7
50;7;1481539560;1481539620;3;1403;10;34
139;200;1481539560;1481539680;3;886;27;6
277;275;1481539560;1481539620;3;832;20;5
191;193;1481539560;1481539620;3;116;15;38
1350;291;1481539560;1481539620;3;1711;23;43
50;7;1481539560;1481539561;3;1811;12;29
1331;361;1481539560;1481539561;3;1605;2;6
325;327;1481539560;1481539620;3;1686;25;6
217;219;1481539560;1481539620;3;662;15;7
41;43;1481539560;1481539620;3;923;38;29
201;140;1481539560;1481539680;3;418;9;36
106;154;1481539560;1481539620;3;1564;33;41
1130;199;1481539560;1481539800;3;898;17;28
345;114;1481539560;1481539620;3;1692;12;9
140;119;1481539560;1481539620;3;73;32;6
138;128;1481539560;1481539561;3;1271;10;44
196;16;1481539560;1481539620;3;1196;21;43
418;121;1481539560;1481539680;3;1242;20;29
341;323;1481539560;1481539620;3;1394;8;28
33;416;1481539560;1481539620;3;537;13;41
344;75;1481539560;1481539620;3;965;20;7
193;15;1481539560;1481539620;3;1155;19;44
68;70;1481539560;1481539561;3;677;14;6
110;107;1481539560;1481539561;3;1519;3;40
16;194;1481539560;1481539620;3;320;19;37
235;237;1481539560;1481539620;3;628;3;38
29;31;1481539560;1481539561;3;986;23;44
288;264;1481539560;1481539561;3;1900;28;36
128;126;1481539561;1481539620;3;1271;11;44
264;262;1481539561;1481539620;3;1900;29;36
70;72;1481539561;1481539620;3;677;15;6
361;390;1481539561;1481539620;3;1605;3;6
107;105;1481539561;1481539562;3;1519;4;40
31;34;1481539561;1481539620;3;986;24;44
7;74;1481539561;1481539620;3;1811;13;29
105;103;1481539562;1481539620;3;1519;5;40
126;124;1481539620;1481539621;3;1271;12;44
262;314;1481539620;1481539800;3;1900;30;36
34;32;1481539620;1481539621;3;986;25;44
154;156;1481539620;1481539680;3;1564;34;41
323;325;1481539620;1481539621;3;1394;9;28
1132;99;1481539620;1481539800;3;682;9;35
237;395;1481539620;1481539680;3;628;4;38
327;329;1481539620;1481539680;3;1686;26;6
75;49;1481539620;1481539680;3;965;21;7
129;130;1481539620;1481539680;3;2130;26;41
43;45;1481539620;1481539740;3;923;39;29
275;273;1481539620;1481539621;3;832;21;5
390;388;1481539620;1481539621;3;1605;4;6
184;183;1481539620;1481539680;3;2072;28;36
15;195;1481539620;1481539680;3;1155;20;44
72;53;1481539620;1481539740;3;677;16;6
219;221;1481539620;1481539621;3;662;16;7
103;101;1481539620;1481539621;3;1519;6;40
1131;455;1481539620;1481539800;3;93;24;39
16;194;1481539620;1481539680;3;1196;22;43
193;15;1481539620;1481539680;3;116;16;38
184;183;1481539620;1481539680;3;141;1;36
129;130;1481539620;1481539680;3;702;1;41
74;345;1481539620;1481539680;3;1811;14;29
119;117;1481539620;1481539680;3;73;33;6
416;53;1481539620;1481539680;3;537;14;41
194;192;1481539620;1481539680;3;320;20;37
7;8;1481539620;1481539621;3;1403;11;34
114;108;1481539620;1481539920;3;1692;13;9
200;202;1481539620;1481539680;3;247;10;5
124;121;1481539621;1481539740;3;1271;13;44
273;203;1481539621;1481539622;3;832;22;5
8;9;1481539621;1481539680;3;1403;12;34
101;153;1481539621;1481539680;3;1519;7;40
325;327;1481539621;1481539680;3;1394;10;28
388;351;1481539621;1481539680;3;1605;5;6
32;147;1481539621;1481539680;3;986;26;44
221;223;1481539621;1481539680;3;662;17;7
203;201;1481539622;1481539623;3;832;23;5
201;140;1481539623;1481539740;3;832;24;5
329;331;1481539680;1481539740;3;1686;27;6
445;439;1481539680;1481539740;3;1342;24;37
194;192;1481539680;1481539740;3;1196;23;43
117;115;1481539680;1481539681;3;73;34;6
53;73;1481539680;1481539740;3;537;15;41
49;51;1481539680;1481539740;3;965;22;7
327;329;1481539680;1481539681;3;1394;11;28
130;131;1481539680;1481539681;3;2130;27;41
9;10;1481539680;1481539740;3;1403;13;34
192;4;1481539680;1481540400;3;320;21;37
121;140;1481539680;1481539740;3;1242;21;29
15;197;1481539680;1481539740;3;116;17;38
223;225;1481539680;1481539740;3;662;18;7
345;114;1481539680;1481539740;3;1811;15;29
153;151;1481539680;1481539740;3;1519;8;40
774;772;1481539680;1481539681;3;1482;1;20
147;35;1481539680;1481539681;3;986;27;44
183;182;1481539680;1481539740;3;2072;29;36
140;119;1481539680;1481539740;3;418;10;36
351;349;1481539680;1481539740;3;1605;6;6
202;272;1481539680;1481539740;3;247;11;5
200;202;1481539680;1481539740;3;886;28;6
156;158;1481539680;1481539800;3;1564;35;41
183;182;1481539680;1481539740;3;141;2;36
195;198;1481539680;1481539681;3;1155;21;44
395;421;1481539680;1481539681;3;628;5;38
130;131;1481539680;1481539681;3;702;2;41
115;344;1481539681;1481539740;3;73;35;6
772;770;1481539681;1481539740;3;1482;2;20
329;331;1481539681;1481539740;3;1394;12;28
35;149;1481539681;1481539740;3;986;28;44
421;423;1481539681;1481539682;3;628;6;38
198;120;1481539681;1481539860;3;1155;22;44
131;132;1481539681;1481539740;3;702;3;41
131;132;1481539681;1481539740;3;2130;28;41
423;425;1481539682;1481539740;3;628;7;38
192;26;1481539740;1481539800;3;1196;24;43
51;1;1481539740;1481539860;3;965;23;7
73;5;1481539740;1481540100;3;537;16;41
140;119;1481539740;1481539800;3;832;25;5
349;347;1481539740;1481539741;3;1605;7;6
119;117;1481539740;1481539800;3;418;11;36
344;75;1481539740;1481539741;3;73;36;6
149;151;1481539740;1481539741;3;986;29;44
151;150;1481539740;1481539741;3;1519;9;40
197;435;1481539740;1481539800;3;116;18;38
53;73;1481539740;1481539800;3;677;17;6
182;181;1481539740;1481539800;3;141;3;36
114;116;1481539740;1481539741;3;1811;16;29
331;333;1481539740;1481539741;3;1394;13;28
132;133;1481539740;1481539800;3;702;4;41
425;427;1481539740;1481539741;3;628;8;38
272;274;1481539740;1481539741;3;247;12;5
121;139;1481539740;1481539741;3;1271;14;44
770;768;1481539740;1481539741;3;1482;3;20
132;133;1481539740;1481539800;3;2130;29;41
182;181;1481539740;1481539800;3;2072;30;36
225;227;1481539740;1481539860;3;662;19;7
331;333;1481539740;1481539800;3;1686;28;6
202;272;1481539740;1481539800;3;886;29;6
439;374;1481539740;1481539741;3;1342;25;37
140;119;1481539740;1481539800;3;1242;22;29
10;11;1481539740;1481539741;3;1403;14;34
150;36;1481539741;1481539800;3;1519;10;40
11;12;1481539741;1481539800;3;1403;15;34
274;276;1481539741;1481539800;3;247;13;5
151;152;1481539741;1481539800;3;986;30;44
75;49;1481539741;1481539800;3;73;37;6
768;766;1481539741;1481539800;3;1482;4;20
347;340;1481539741;1481539742;3;1605;8;6
116;118;1481539741;1481539800;3;1811;17;29
374;366;1481539741;1481539800;3;1342;26;37
427;430;1481539741;1481539800;3;628;9;38
333;335;1481539741;1481539800;3;1394;14;28
139;199;1481539741;1481539860;3;1271;15;44
340;338;1481539742;1481539743;3;1605;9;6
338;336;1481539743;1481539744;3;1605;10;6
336;334;1481539744;1481539800;3;1605;11;6
4;50;1481539800;1481539860;3;364;27;38
133;134;1481539800;1481539801;3;2130;30;41
5;50;1481539800;1481539860;3;1231;9;3
181;180;1481539800;1481539860;3;2072;31;36
430;373;1481539800;1481539860;3;628;10;38
335;337;1481539800;1481539801;3;1394;15;28
26;66;1481539800;1481539860;3;462;1;6
455;466;1481539800;1481539980;3;93;25;39
12;13;1481539800;1481539801;3;1403;16;34
181;180;1481539800;1481539801;3;141;4;36
73;6;1481539800;1481540400;3;677;18;6
435;447;1481539800;1481539860;3;116;19;38
276;434;1481539800;1481539860;3;247;14;5
272;274;1481539800;1481539860;3;886;30;6
117;115;1481539800;1481539801;3;418;12;36
49;51;1481539800;1481539860;3;73;38;6
26;66;1481539800;1481539860;3;1196;25;43
118;120;1481539800;1481539860;3;1811;18;29
9;10;1481539800;1481539860;3;861;1;34
366;364;1481539800;1481539801;3;1342;27;37
291;287;1481539800;1481539860;3;509;1;43
2;50;1481539800;1481539860;3;1731;12;33
199;196;1481539800;1481539860;3;898;18;28
3;191;1481539800;1481539801;3;58;14;43
133;134;1481539800;1481539860;3;702;5;41
333;335;1481539800;1481539860;3;1686;29;6
119;117;1481539800;1481539860;3;1242;23;29
334;332;1481539800;1481539860;3;1605;12;6
766;764;1481539800;1481539801;3;1482;5;20
412;411;1481539800;1481539801;3;1995;1;37
234;232;1481539800;1481539860;3;1506;1;7
152;100;1481539800;1481539860;3;986;31;44
99;53;1481539800;1481539920;3;682;10;35
119;117;1481539800;1481539801;3;832;26;5
36;148;1481539800;1481539801;3;1519;11;40
13;14;1481539801;1481539860;3;1403;17;34
134;135;1481539801;1481539860;3;2130;31;41
364;391;1481539801;1481539860;3;1342;28;37
117;115;1481539801;1481539860;3;832;27;5
180;163;1481539801;1481539920;3;141;5;36
191;193;1481539801;1481539860;3;58;15;43
115;344;1481539801;1481539860;3;418;13;36
337;339;1481539801;1481539860;3;1394;16;28
764;762;1481539801;1481539860;3;1482;6;20
